78418,combination of house and mace with round head | egyptian hieroglyph o002
78419,combination of house, oar, tall loaf and beer jug | egyptian hieroglyph o003
78420,shelter | egyptian hieroglyph o004
78421,winding wall from upper-left corner | egyptian hieroglyph o005
78422,winding wall from lower-left corner | egyptian hieroglyph o005a
78423,enclosure | egyptian hieroglyph o006
78424,opening of ḥwt-enclosure | egyptian hieroglyph o006a
78425,opening of ḥwt-enclosure | egyptian hieroglyph o006b
78426,opening of ḥwt-enclosure | egyptian hieroglyph o006c
78427,closing of ḥwt-enclosure | egyptian hieroglyph o006d
78428,closing of ḥwt-enclosure | egyptian hieroglyph o006e
78429,closing of ḥwt-enclosure | egyptian hieroglyph o006f
78430,combination of enclosure and flat loaf | egyptian hieroglyph o007
78431,combination of enclosure, flat loaf and wooden column | egyptian hieroglyph o008
78432,combination of enclosure, flat loaf and basket | egyptian hieroglyph o009
78433,combination of enclosure and falcon | egyptian hieroglyph o010
78434,combination of enclosure and sandal-strap | egyptian hieroglyph o010a
78435,combination of enclosure and bee | egyptian hieroglyph o010b
78436,combination of shrine in profile and face | egyptian hieroglyph o010c
78437,palace | egyptian hieroglyph o011
78438,combination of palace and forearm | egyptian hieroglyph o012
78439,battlemented enclosure | egyptian hieroglyph o013
78440,part of battlemented enclosure | egyptian hieroglyph o014
78441,enclosure with cup and flat loaf | egyptian hieroglyph o015
78442,gateway with serpents | egyptian hieroglyph o016
78443,open gateway with serpents | egyptian hieroglyph o017
78444,shrine in profile | egyptian hieroglyph o018
78445,shrine with fence | egyptian hieroglyph o019
78446,shrine | egyptian hieroglyph o019a
78447,shrine | egyptian hieroglyph o020
78448,shrine | egyptian hieroglyph o020a
78449,façade of shrine | egyptian hieroglyph o021
78450,booth with pole | egyptian hieroglyph o022
78451,double platform | egyptian hieroglyph o023
78452,pyramid | egyptian hieroglyph o024
78453,pedestal of sun temple | egyptian hieroglyph o024a
78454,obelisk | egyptian hieroglyph o025
78455,obelisk and pedestal of sun temple | egyptian hieroglyph o025a
78456,stela | egyptian hieroglyph o026
78457,hall of columns | egyptian hieroglyph o027
78458,column | egyptian hieroglyph o028
78459,horizontal wooden column | egyptian hieroglyph o029
78460,vertical wooden column | egyptian hieroglyph o029a
78461,support | egyptian hieroglyph o030
78462,four supports | egyptian hieroglyph o030a
78463,door | egyptian hieroglyph o031
78464,gateway | egyptian hieroglyph o032
78465,façade of palace | egyptian hieroglyph o033
78466,closing of srḫ-enclosure | egyptian hieroglyph o033a
78467,door bolt | egyptian hieroglyph o034
78468,combination of bolt and legs | egyptian hieroglyph o035
78469,wall | egyptian hieroglyph o036
78470,opening of oval fortified wall enclosure | egyptian hieroglyph o036a
78471,closing of oval fortified wall enclosure | egyptian hieroglyph o036b
78472,opening of square fortified wall enclosure | egyptian hieroglyph o036c
78473,closure of square fortified wall enclosure | egyptian hieroglyph o036d
78474,falling wall | egyptian hieroglyph o037
78475,corner of wall | egyptian hieroglyph o038
78476,stone | egyptian hieroglyph o039
78477,stair single | egyptian hieroglyph o040
78478,double stairway | egyptian hieroglyph o041
78479,fence | egyptian hieroglyph o042
78480,low fence | egyptian hieroglyph o043
78481,emblem of min | egyptian hieroglyph o044
78482,domed building | egyptian hieroglyph o045
78483,domed building | egyptian hieroglyph o046
78484,enclosed mound | egyptian hieroglyph o047
78485,enclosed mound | egyptian hieroglyph o048
78486,village | egyptian hieroglyph o049
78487,threshing floor | egyptian hieroglyph o050
78488,hieratic threshing floor | egyptian hieroglyph o050a
78489,hieratic threshing floor (reversed) | egyptian hieroglyph o050b
78490,pile of grain | egyptian hieroglyph o051
78491,boat | egyptian hieroglyph p001
78492,boat upside down | egyptian hieroglyph p001a
78493,ship under sail | egyptian hieroglyph p002
78494,sacred barque | egyptian hieroglyph p003
78495,sacred barque without steering oar | egyptian hieroglyph p003a
78496,boat with net | egyptian hieroglyph p004
78497,sail | egyptian hieroglyph p005
78498,mast | egyptian hieroglyph p006
78499,combination of mast and forearm | egyptian hieroglyph p007
78500,oar | egyptian hieroglyph p008
78501,combination of oar and horned viper | egyptian hieroglyph p009
78502,rudder | egyptian hieroglyph p010
78503,mooring post | egyptian hieroglyph p011
78504,seat throne | egyptian hieroglyph q001
78505,carrying chair | egyptian hieroglyph q002
78506,stool | egyptian hieroglyph q003
78507,headrest | egyptian hieroglyph q004
78508,chest | egyptian hieroglyph q005
78509,sarcophagus | egyptian hieroglyph q006
78510,brazier | egyptian hieroglyph q007
78511,high table with offerings | egyptian hieroglyph r001
78512,table with slices of bread | egyptian hieroglyph r002
78513,high table with offerings | egyptian hieroglyph r002a
78514,low table with offerings | egyptian hieroglyph r003
78515,low table | egyptian hieroglyph r003a
78516,low table with offerings (simplified) | egyptian hieroglyph r003b
78517,loaf on mat | egyptian hieroglyph r004
78518,narrow censer | egyptian hieroglyph r005
78519,broad censer | egyptian hieroglyph r006
78520,bowl with smoke | egyptian hieroglyph r007
78521,cloth on pole | egyptian hieroglyph r008
78522,combination of cloth on pole and bag | egyptian hieroglyph r009
78523,combination of cloth on pole, butcher's block and slope of hill | egyptian hieroglyph r010
78524,combination of cloth on pole and butcher's block | egyptian hieroglyph r010a
78525,reed column | egyptian hieroglyph r011
78526,standard | egyptian hieroglyph r012
78527,falcon and feather on standard | egyptian hieroglyph r013
78528,emblem of the west | egyptian hieroglyph r014
78529,spear, emblem of the east | egyptian hieroglyph r015
78530,sceptre with feathers and string | egyptian hieroglyph r016
78531,sceptre with feathers | egyptian hieroglyph r016a
78532,wig on pole | egyptian hieroglyph r017
78533,combination of wig on pole and irrigation canal system | egyptian hieroglyph r018
78534,scepter with feather | egyptian hieroglyph r019
78535,flower with horns | egyptian hieroglyph r020
78536,flower with horns | egyptian hieroglyph r021
78537,two narrow belemnites | egyptian hieroglyph r022
78538,two broad belemnites | egyptian hieroglyph r023
78539,two bows tied horizontally | egyptian hieroglyph r024
78540,two bows tied vertically | egyptian hieroglyph r025
78541,combination of land, lung and windpipe, lily, and papyrus | egyptian hieroglyph r026
78542,two arrows crossed over a shield | egyptian hieroglyph r027
78543,bat | egyptian hieroglyph r028
78544,niche with serpent | egyptian hieroglyph r029
78545,white crown | egyptian hieroglyph s001
78546,combination of white crown and basket | egyptian hieroglyph s002
78547,combination of white crown and village | egyptian hieroglyph s002a
78548,red crown | egyptian hieroglyph s003
78549,combination of red crown and basket | egyptian hieroglyph s004
78550,pschent crown | egyptian hieroglyph s005
78551,combination of pschent crown and basket | egyptian hieroglyph s006
78552,combination of red crown and village | egyptian hieroglyph s006a
78553,blue crown | egyptian hieroglyph s007
78554,atef crown | egyptian hieroglyph s008
78555,shuti two-feather adornment | egyptian hieroglyph s009
78556,headband | egyptian hieroglyph s010
78557,broad collar | egyptian hieroglyph s011
78558,collar of beads | egyptian hieroglyph s012
78559,combination of collar of beads and foot | egyptian hieroglyph s013
78560,combination of collar of beads and mace with round head | egyptian hieroglyph s014
78561,combination of collar of beads and sceptre | egyptian hieroglyph s014a
78562,combination of collar of beads and sceptre | egyptian hieroglyph s014b
78563,pectoral | egyptian hieroglyph s015
78564,pectoral | egyptian hieroglyph s016
78565,pectoral | egyptian hieroglyph s017
78566,girdle | egyptian hieroglyph s017a
78567,menat necklace and counterpoise | egyptian hieroglyph s018
78568,seal with necklace | egyptian hieroglyph s019
78569,necklace with seal | egyptian hieroglyph s020
78570,ring | egyptian hieroglyph s021
78571,shoulder-knot | egyptian hieroglyph s022
78572,two whips with shen ring | egyptian hieroglyph s023
78573,girdle knot | egyptian hieroglyph s024
78574,garment with ties | egyptian hieroglyph s025
78575,apron | egyptian hieroglyph s026
78576,apron | egyptian hieroglyph s026a
78577,apron | egyptian hieroglyph s026b
78578,cloth with two strands | egyptian hieroglyph s027
78579,cloth with fringe on top and folded cloth | egyptian hieroglyph s028
78580,folded cloth | egyptian hieroglyph s029
78581,combination of folded cloth and horned viper | egyptian hieroglyph s030
78582,combination of folded cloth and sickle | egyptian hieroglyph s031
78583,cloth with fringe on the side | egyptian hieroglyph s032
78584,sandal | egyptian hieroglyph s033
78585,life sandal-strap | egyptian hieroglyph s034
78586,sunshade | egyptian hieroglyph s035
78587,sunshade | egyptian hieroglyph s035a
78588,sunshade | egyptian hieroglyph s036
78589,fan | egyptian hieroglyph s037
78590,crook | egyptian hieroglyph s038
78591,shepherd's crook | egyptian hieroglyph s039
78592,wꜣssceptre (uꜣs) | egyptian hieroglyph s040
78593,sceptre | egyptian hieroglyph s041
78594,sekhem scepter | egyptian hieroglyph s042
78595,walking stick | egyptian hieroglyph s043
78596,walking stick with flagellum | egyptian hieroglyph s044
78597,flagellum | egyptian hieroglyph s045
78598,covering for head and neck | egyptian hieroglyph s046
78599,mace with flat head | egyptian hieroglyph t001
78600,mace with round head | egyptian hieroglyph t002
78601,mace with round head | egyptian hieroglyph t003
78602,combination of mace with round head and two hills | egyptian hieroglyph t003a
78603,mace with strap | egyptian hieroglyph t004
78604,combination of mace with round head and cobra | egyptian hieroglyph t005
78605,combination of mace with round head and two cobras | egyptian hieroglyph t006
78606,axe | egyptian hieroglyph t007
78607,axe | egyptian hieroglyph t007a
78608,dagger | egyptian hieroglyph t008
78609,dagger | egyptian hieroglyph t008a
78610,bow | egyptian hieroglyph t009
78611,bow | egyptian hieroglyph t009a
78612,composite bow | egyptian hieroglyph t010
78613,arrow | egyptian hieroglyph t011
78614,two crossed arrows | egyptian hieroglyph t011a
78615,bowstring | egyptian hieroglyph t012
78616,joined pieces of wood | egyptian hieroglyph t013
78617,throw stick vertically | egyptian hieroglyph t014
78618,throw stick slanted | egyptian hieroglyph t015
78619,scimitar | egyptian hieroglyph t016
78620,scimitar | egyptian hieroglyph t016a
78621,chariot | egyptian hieroglyph t017
78622,crook with package attached | egyptian hieroglyph t018
78623,harpoon head | egyptian hieroglyph t019
78624,harpoon head | egyptian hieroglyph t020
78625,harpoon | egyptian hieroglyph t021
78626,arrowhead | egyptian hieroglyph t022
78627,arrowhead | egyptian hieroglyph t023
78628,fishingnet | egyptian hieroglyph t024
78629,float | egyptian hieroglyph t025
78630,birdtrap | egyptian hieroglyph t026
78631,trap | egyptian hieroglyph t027
78632,butcher's block | egyptian hieroglyph t028
78633,butcher's block with knife | egyptian hieroglyph t029
78634,knife | egyptian hieroglyph t030
78635,knife-sharpener | egyptian hieroglyph t031
78636,combination of knife and legs | egyptian hieroglyph t032
78637,combination of knife and folded cloth | egyptian hieroglyph t032a
78638,knife-sharpener of butcher | egyptian hieroglyph t033
78639,combination of knife-sharpener and folded cloth | egyptian hieroglyph t033a
78640,butcher's knife | egyptian hieroglyph t034
78641,butcher's knife | egyptian hieroglyph t035
78642,shield | egyptian hieroglyph t036
78643,sickle | egyptian hieroglyph u001
78644,sickle | egyptian hieroglyph u002
78645,egyptian hieroglyph u003
78646,egyptian hieroglyph u004
78647,egyptian hieroglyph u005
78648,egyptian hieroglyph u006
78649,egyptian hieroglyph u006a
78650,egyptian hieroglyph u006b
78651,hoe | egyptian hieroglyph u007
78652,egyptian hieroglyph u008
78653,egyptian hieroglyph u009
78654,grain measure (with plural, for grain particles) | egyptian hieroglyph u010
78655,egyptian hieroglyph u011
78656,egyptian hieroglyph u012
78657,egyptian hieroglyph u013
78658,egyptian hieroglyph u014
78659,sled (sledge) | egyptian hieroglyph u015
78660,egyptian hieroglyph u016
78661,pick, opening earth | egyptian hieroglyph u017
78662,egyptian hieroglyph u018
78663,egyptian hieroglyph u019
78664,egyptian hieroglyph u020
78665,adze-on-block | egyptian hieroglyph u021
78666,clapper-(of-bell) tool/instrument forked-staff, etc. | egyptian hieroglyph u022
78667,chisel | egyptian hieroglyph u023
78668,egyptian hieroglyph u023a
78669,hand drill | egyptian hieroglyph u024
78670,egyptian hieroglyph u025
78671,egyptian hieroglyph u026
78672,egyptian hieroglyph u027
78673,fire-drill | egyptian hieroglyph u028
78674,egyptian hieroglyph u029
78675,egyptian hieroglyph u029a
78676,kiln | egyptian hieroglyph u030
78677,egyptian hieroglyph u031
78678,egyptian hieroglyph u032
78679,egyptian hieroglyph u032a
78680,'pestle'-(curved top) | egyptian hieroglyph u033
78681,egyptian hieroglyph u034
78682,egyptian hieroglyph u035
78683,fuller's-club | egyptian hieroglyph u036
78684,egyptian hieroglyph u037
78685,scale | egyptian hieroglyph u038
78686,egyptian hieroglyph u039
78687,a support-(to lift) | egyptian hieroglyph u040
78688,plummet | egyptian hieroglyph u041
78689,pitchfork | egyptian hieroglyph u042
78690,egyptian hieroglyph v001
78691,egyptian hieroglyph v001a
78692,egyptian hieroglyph v001b
78693,egyptian hieroglyph v001c
78694,egyptian hieroglyph v001d
78695,egyptian hieroglyph v001e
78696,egyptian hieroglyph v001f
78697,egyptian hieroglyph v001g
78698,egyptian hieroglyph v001h
78699,egyptian hieroglyph v001i
78700,egyptian hieroglyph v002
78701,egyptian hieroglyph v002a
78702,egyptian hieroglyph v003
78703,lasso | egyptian hieroglyph v004
78704,egyptian hieroglyph v005
78705,rope-(shape) | egyptian hieroglyph v006
78706,rope-(shape) | egyptian hieroglyph v007
78707,egyptian hieroglyph v007a
78708,egyptian hieroglyph v007b
78709,egyptian hieroglyph v008
78710,shen ring | egyptian hieroglyph v009
78711,cartouche | egyptian hieroglyph v010
78712,cartouche-(divided) | egyptian hieroglyph v011
78713,egyptian hieroglyph v011a
78714,egyptian hieroglyph v011b
78715,egyptian hieroglyph v011c
78716,egyptian hieroglyph v012
78717,egyptian hieroglyph v012a
78718,egyptian hieroglyph v012b
78719,egyptian hieroglyph v013
78720,egyptian hieroglyph v014
78721,tethering rope with walking legs | egyptian hieroglyph v015
78722,cattle hobble (bil.) | egyptian hieroglyph v016
78723,lifesaver | egyptian hieroglyph v017
78724,egyptian hieroglyph v018
78725,egyptian hieroglyph v019
78726,"cattle hobble" | egyptian hieroglyph v020
78727,egyptian hieroglyph v020a
78728,egyptian hieroglyph v020b
78729,egyptian hieroglyph v020c
78730,egyptian hieroglyph v020d
78731,egyptian hieroglyph v020e
78732,egyptian hieroglyph v020f
78733,egyptian hieroglyph v020g
78734,egyptian hieroglyph v020h
78735,egyptian hieroglyph v020i
78736,egyptian hieroglyph v020j
78737,egyptian hieroglyph v020k
78738,egyptian hieroglyph v020l
78739,fetter + cobra | egyptian hieroglyph v021
78740,whip | egyptian hieroglyph v022
78741,egyptian hieroglyph v023
78742,egyptian hieroglyph v023a
78743,egyptian hieroglyph v024
78744,"command staff" | egyptian hieroglyph v025
78745,egyptian hieroglyph v026
78746,egyptian hieroglyph v027
78747,'eternity', a-long-timeperiod | egyptian hieroglyph v028
78748,egyptian hieroglyph v028a
78749,(fiber) swab (straw broom) | egyptian hieroglyph v029
78750,egyptian hieroglyph v029a
78751,basket | egyptian hieroglyph v030
78752,egyptian hieroglyph v030a
78753,basket-with-handle | egyptian hieroglyph v031
78754,egyptian hieroglyph v031a
78755,egyptian hieroglyph v032
78756,egyptian hieroglyph v033
78757,egyptian hieroglyph v033a
78758,egyptian hieroglyph v034
78759,egyptian hieroglyph v035
78760,doubled container, many spellings | egyptian hieroglyph v036
78761,egyptian hieroglyph v037
78762,egyptian hieroglyph v037a
78763,egyptian hieroglyph v038
78764,stylized ankh (for isis) | egyptian hieroglyph v039
78765,egyptian hieroglyph v040
78766,egyptian hieroglyph v040a
78767,oil jar | egyptian hieroglyph w001
78768,oil-jar without ties | egyptian hieroglyph w002
78769,alabaster basin | egyptian hieroglyph w003
78770,alabaster basin | egyptian hieroglyph w003a
78771,festival chamber, (the tail is also vertical 'great': 'ꜣ) | egyptian hieroglyph w004
78772,egyptian hieroglyph w005
78773,metal vessel | egyptian hieroglyph w006
78774,granite bowl | egyptian hieroglyph w007
78775,granite bowl | egyptian hieroglyph w008
78776,stone jug | egyptian hieroglyph w009
78777,egyptian hieroglyph w009a
78778,cup | egyptian hieroglyph w010
78779,pot | egyptian hieroglyph w010a
78780,jar stand | egyptian hieroglyph w011
78781,jar stand | egyptian hieroglyph w012
78782,pot | egyptian hieroglyph w013
78783,water jar | egyptian hieroglyph w014
78784,water jar with water | egyptian hieroglyph w014a
78785,water jar with rack | egyptian hieroglyph w015
78786,water jar with rack | egyptian hieroglyph w016
78787,water jar with rack | egyptian hieroglyph w017
78788,egyptian hieroglyph w017a
78789,water jar with rack | egyptian hieroglyph w018
78790,egyptian hieroglyph w018a
78791,milk jug with handle | egyptian hieroglyph w019
78792,milk jug with cover | egyptian hieroglyph w020
78793,wine jars | egyptian hieroglyph w021
78794,beer jug | egyptian hieroglyph w022
78795,beer jug | egyptian hieroglyph w023
78796,pot | egyptian hieroglyph w024
78797,three pots | egyptian hieroglyph w024a
78798,pot with legs | egyptian hieroglyph w025
78799,loaf of bread | egyptian hieroglyph x001
78800,egyptian hieroglyph x002
78801,egyptian hieroglyph x003
78802,egyptian hieroglyph x004
78803,egyptian hieroglyph x004a
78804,egyptian hieroglyph x004b
78805,egyptian hieroglyph x005
78806,loaf-with-decoration | egyptian hieroglyph x006
78807,egyptian hieroglyph x006a
78808,egyptian hieroglyph x007
78809,cone-shaped bread | egyptian hieroglyph x008
78810,egyptian hieroglyph x008a
78811,papyrus roll | egyptian hieroglyph y001
78812,egyptian hieroglyph y001a
78813,egyptian hieroglyph y002
78814,scribe's outfit | egyptian hieroglyph y003
78815,scribe's outfit | egyptian hieroglyph y004
78816,senet board | egyptian hieroglyph y005
78817,game piece | egyptian hieroglyph y006
78818,harp | egyptian hieroglyph y007
78819,sistrum | egyptian hieroglyph y008
78820,single stroke | egyptian hieroglyph z001
78821,plural stroke (horizontal) | egyptian hieroglyph z002
78822,egyptian hieroglyph z002a
78823,egyptian hieroglyph z002b
78824,egyptian hieroglyph z002c
78825,egyptian hieroglyph z002d
78826,plural strokes (vertical) | egyptian hieroglyph z003
78827,egyptian hieroglyph z003a
78828,egyptian hieroglyph z003b
78829,dual stroke | egyptian hieroglyph z004
78830,egyptian hieroglyph z004a
78831,diagonal stroke (from hieratic) | egyptian hieroglyph z005
78832,egyptian hieroglyph z005a
78833,substitute for various human figures | egyptian hieroglyph z006
78834,coil (hieratic equivalent) | egyptian hieroglyph z007
78835,oval | egyptian hieroglyph z008
78836,crossed diagonal sticks | egyptian hieroglyph z009
78837,crossed diagonal sticks | egyptian hieroglyph z010
78838,two planks crossed and joined | egyptian hieroglyph z011
78839,egyptian hieroglyph z012
78840,egyptian hieroglyph z013
78841,egyptian hieroglyph z014
78842,egyptian hieroglyph z015
78843,egyptian hieroglyph z015a
78844,egyptian hieroglyph z015b
78845,egyptian hieroglyph z015c
78846,egyptian hieroglyph z015d
78847,egyptian hieroglyph z015e
78848,egyptian hieroglyph z015f
78849,egyptian hieroglyph z015g
78850,egyptian hieroglyph z015h
78851,egyptian hieroglyph z015i
78852,egyptian hieroglyph z016
78853,egyptian hieroglyph z016a
78854,egyptian hieroglyph z016b
78855,egyptian hieroglyph z016c
78856,egyptian hieroglyph z016d
78857,egyptian hieroglyph z016e
78858,egyptian hieroglyph z016f
78859,egyptian hieroglyph z016g
78860,egyptian hieroglyph z016h
78861,placenta or sieve | egyptian hieroglyph aa001
78862,pustule | egyptian hieroglyph aa002
78863,pustule with liquid issuing from it | egyptian hieroglyph aa003
78864,egyptian hieroglyph aa004
78865,part of steering gear of a ship | egyptian hieroglyph aa005
78866,egyptian hieroglyph aa006
78867,a smiting-blade | egyptian hieroglyph aa007
78868,egyptian hieroglyph aa007a
78869,egyptian hieroglyph aa007b
78870,irrigation tunnels | egyptian hieroglyph aa008
78871,egyptian hieroglyph aa009
78872,egyptian hieroglyph aa010
78873,egyptian hieroglyph aa011
78874,egyptian hieroglyph aa012
78875,egyptian hieroglyph aa013
78876,egyptian hieroglyph aa014
78877,egyptian hieroglyph aa015
78878,egyptian hieroglyph aa016
78879,egyptian hieroglyph aa017
78880,egyptian hieroglyph aa018
78881,egyptian hieroglyph aa019
78882,egyptian hieroglyph aa020
78883,egyptian hieroglyph aa021
78884,egyptian hieroglyph aa022
78885,egyptian hieroglyph aa023
78886,egyptian hieroglyph aa024
78887,egyptian hieroglyph aa025
78888,egyptian hieroglyph aa026
78889,egyptian hieroglyph aa027
78890,egyptian hieroglyph aa028
78891,egyptian hieroglyph aa029
78892,egyptian hieroglyph aa030
78893,egyptian hieroglyph aa031
78894,egyptian hieroglyph aa032
